ssuid,shhadid,pnum,monthcode,aage,adob_bmonth,adob_byear,edob_bmonth,tage,tage_ehc,tdob_byear,eothsuprt1yn,eothsuprt2yn,apartotamt,tpartotamt,tkidtotamt,wpfinwgt,uid,supports_parents,supports_children,age_group,generation
398406023537,11,101.0,12.0,1.0,1.0,1.0,9.0,22.0,22.0,1991.0,1.0,2.0,1.0,2000.0,0.0,3964.7157901150777,398406023537-101.0,True,False,under 30,Millennials
398406342159,11,101.0,12.0,1.0,1.0,1.0,11.0,39.0,39.0,1974.0,1.0,2.0,1.0,6000.0,0.0,3149.5646668284544,398406342159-101.0,True,False,30-39,Generation x
398418172593,11,101.0,12.0,1.0,1.0,1.0,2.0,36.0,35.0,1978.0,1.0,2.0,1.0,300.0,0.0,4318.335304851651,398418172593-101.0,True,False,30-39,Generation x
398418334080,11,102.0,12.0,1.0,1.0,1.0,7.0,65.0,65.0,1948.0,1.0,2.0,2.0,10000.0,0.0,5654.561781154529,398418334080-102.0,True,False,60 years and over,Boomer
398418406009,11,102.0,12.0,1.0,1.0,1.0,1.0,32.0,31.0,1982.0,1.0,2.0,1.0,500.0,0.0,3635.710298183265,398418406009-102.0,True,False,30-39,Millennials
398418406080,11,101.0,12.0,1.0,1.0,1.0,6.0,56.0,56.0,1957.0,1.0,2.0,1.0,600.0,0.0,5815.147288288187,398418406080-101.0,True,False,50-59,Boomer
398418408392,11,102.0,12.0,1.0,1.0,1.0,10.0,17.0,17.0,1996.0,1.0,2.0,2.0,500.0,0.0,3284.4709677115916,398418408392-102.0,True,False,under 30,Millennials
398418501344,11,102.0,12.0,1.0,1.0,1.0,8.0,28.0,28.0,1985.0,1.0,2.0,1.0,2400.0,0.0,3659.356351468617,398418501344-102.0,True,False,under 30,Millennials
398418501757,11,101.0,12.0,1.0,1.0,1.0,4.0,29.0,28.0,1985.0,1.0,2.0,1.0,100.0,0.0,3840.7793774153947,398418501757-101.0,True,False,under 30,Millennials
398418501757,11,102.0,12.0,1.0,1.0,1.0,3.0,28.0,27.0,1986.0,1.0,2.0,1.0,200.0,0.0,3840.7793774153947,398418501757-102.0,True,False,under 30,Millennials
398418588009,11,101.0,12.0,1.0,1.0,1.0,11.0,46.0,46.0,1967.0,1.0,2.0,1.0,2400.0,0.0,5070.267027413086,398418588009-101.0,True,False,40-49,Generation x
398860057956,11,105.0,12.0,1.0,1.0,1.0,11.0,45.0,45.0,1968.0,1.0,2.0,1.0,2500.0,0.0,6986.902098494748,398860057956-105.0,True,False,40-49,Generation x
398860073849,11,101.0,12.0,1.0,1.0,1.0,10.0,50.0,50.0,1963.0,1.0,2.0,1.0,1500.0,0.0,6102.016234044361,398860073849-101.0,True,False,50-59,Boomer
398860073849,11,102.0,12.0,1.0,1.0,1.0,3.0,64.0,63.0,1950.0,1.0,2.0,1.0,1000.0,0.0,6102.016234044361,398860073849-102.0,True,False,60 years and over,Boomer
398860136699,11,101.0,12.0,1.0,1.0,1.0,4.0,53.0,53.0,1960.0,1.0,2.0,1.0,1200.0,0.0,7620.3305721263505,398860136699-101.0,True,False,50-59,Boomer
398860276643,11,101.0,12.0,1.0,1.0,1.0,11.0,33.0,33.0,1980.0,1.0,2.0,1.0,2000.0,0.0,5870.5156448197595,398860276643-101.0,True,False,30-39,Generation x
398860323930,11,101.0,12.0,1.0,1.0,1.0,11.0,42.0,42.0,1971.0,1.0,2.0,1.0,6000.0,0.0,6274.729856857344,398860323930-101.0,True,False,40-49,Generation x
398860403344,11,101.0,12.0,1.0,1.0,1.0,10.0,34.0,34.0,1979.0,1.0,2.0,1.0,600.0,0.0,3034.654624860641,398860403344-101.0,True,False,30-39,Generation x
398860406891,11,102.0,12.0,1.0,1.0,1.0,3.0,36.0,35.0,1978.0,1.0,2.0,1.0,1200.0,0.0,10167.06669203119,398860406891-102.0,True,False,30-39,Generation x
398860408801,11,102.0,12.0,1.0,1.0,1.0,7.0,74.0,74.0,1939.0,1.0,2.0,1.0,10000.0,0.0,8769.838664756384,398860408801-102.0,True,False,60 years and over,Silent
398860508757,11,101.0,12.0,1.0,1.0,1.0,10.0,31.0,31.0,1982.0,1.0,2.0,2.0,2000.0,0.0,3087.8113876972147,398860508757-101.0,True,False,30-39,Millennials
398860552087,11,101.0,12.0,1.0,1.0,1.0,9.0,37.0,37.0,1976.0,1.0,2.0,1.0,1200.0,0.0,3248.85336763925,398860552087-101.0,True,False,30-39,Generation x
398860552087,11,102.0,12.0,1.0,1.0,1.0,8.0,38.0,38.0,1975.0,1.0,2.0,1.0,1200.0,0.0,3248.85336763925,398860552087-102.0,True,False,30-39,Generation x
398860552297,11,102.0,12.0,1.0,1.0,1.0,2.0,37.0,36.0,1977.0,1.0,2.0,2.0,200.0,0.0,6342.499066777924,398860552297-102.0,True,False,30-39,Generation x
398860552444,11,101.0,12.0,1.0,1.0,1.0,12.0,48.0,48.0,1965.0,1.0,2.0,1.0,400.0,0.0,4365.923166479466,398860552444-101.0,True,False,40-49,Generation x
398860552596,11,101.0,12.0,1.0,1.0,1.0,2.0,50.0,49.0,1964.0,1.0,2.0,1.0,400.0,0.0,5805.157535680802,398860552596-101.0,True,False,50-59,Boomer
398860552622,11,102.0,12.0,1.0,1.0,1.0,4.0,41.0,40.0,1973.0,1.0,2.0,1.0,10.0,0.0,6626.943989734879,398860552622-102.0,True,False,40-49,Generation x
398860552848,11,101.0,12.0,1.0,6.0,1.0,3.0,68.0,67.0,1946.0,1.0,2.0,2.0,500.0,0.0,6821.364960023974,398860552848-101.0,True,False,60 years and over,Boomer
398860604046,11,102.0,12.0,1.0,1.0,1.0,3.0,50.0,49.0,1964.0,1.0,2.0,1.0,1680.0,0.0,4945.977649601564,398860604046-102.0,True,False,50-59,Boomer
398860604338,11,102.0,12.0,1.0,1.0,1.0,6.0,16.0,16.0,1997.0,1.0,2.0,2.0,300.0,0.0,5758.618261664512,398860604338-102.0,True,False,under 30,Gen Z
398860604521,11,101.0,12.0,1.0,1.0,1.0,3.0,39.0,38.0,1975.0,1.0,2.0,1.0,2500.0,0.0,4647.526038917567,398860604521-101.0,True,False,30-39,Generation x
398860604538,11,105.0,12.0,1.0,1.0,1.0,5.0,18.0,18.0,1995.0,1.0,2.0,1.0,400.0,0.0,5198.396629458776,398860604538-105.0,True,False,under 30,Millennials
398860771995,11,102.0,12.0,1.0,1.0,1.0,1.0,38.0,37.0,1976.0,1.0,2.0,2.0,2400.0,0.0,3500.8781830579132,398860771995-102.0,True,False,30-39,Generation x
398860816497,11,103.0,12.0,1.0,1.0,1.0,9.0,19.0,19.0,1994.0,1.0,2.0,2.0,1000.0,0.0,6464.245313517867,398860816497-103.0,True,False,under 30,Millennials
398860848338,11,102.0,12.0,1.0,1.0,1.0,8.0,26.0,26.0,1987.0,1.0,2.0,1.0,3000.0,0.0,6233.246635732858,398860848338-102.0,True,False,under 30,Millennials
398860911344,11,101.0,12.0,1.0,1.0,1.0,12.0,44.0,44.0,1969.0,1.0,2.0,1.0,2400.0,0.0,4703.674164534399,398860911344-101.0,True,False,40-49,Generation x
398860911344,11,102.0,12.0,1.0,1.0,1.0,2.0,36.0,35.0,1978.0,1.0,2.0,1.0,1200.0,0.0,4703.674164534399,398860911344-102.0,True,False,30-39,Generation x
398860929948,11,102.0,12.0,1.0,1.0,1.0,12.0,31.0,31.0,1982.0,1.0,2.0,1.0,400.0,0.0,4107.769362580462,398860929948-102.0,True,False,30-39,Millennials
398860945046,11,101.0,12.0,1.0,1.0,1.0,11.0,62.0,62.0,1951.0,1.0,2.0,1.0,12000.0,0.0,3348.5569666240885,398860945046-101.0,True,False,60 years and over,Boomer
398860967010,11,101.0,12.0,1.0,1.0,1.0,12.0,34.0,34.0,1979.0,1.0,2.0,1.0,1500.0,0.0,3578.7742923191536,398860967010-101.0,True,False,30-39,Generation x
398860967010,11,102.0,12.0,1.0,1.0,1.0,8.0,31.0,31.0,1982.0,1.0,2.0,2.0,400.0,0.0,4303.642692038176,398860967010-102.0,True,False,30-39,Millennials
398860967830,11,101.0,12.0,1.0,1.0,1.0,8.0,43.0,43.0,1970.0,1.0,2.0,1.0,1200.0,0.0,3829.350470932351,398860967830-101.0,True,False,40-49,Generation x
398860982247,11,109.0,12.0,1.0,1.0,1.0,11.0,37.0,37.0,1976.0,1.0,2.0,2.0,1000.0,0.0,3282.0580270708697,398860982247-109.0,True,False,30-39,Generation x
398860982699,11,101.0,12.0,1.0,1.0,1.0,10.0,18.0,18.0,1995.0,1.0,2.0,1.0,1000.0,0.0,4102.577934607306,398860982699-101.0,True,False,under 30,Millennials
398860982699,11,102.0,12.0,1.0,1.0,1.0,7.0,19.0,19.0,1994.0,1.0,2.0,1.0,1000.0,0.0,4399.550980031019,398860982699-102.0,True,False,under 30,Millennials
398995098392,11,101.0,12.0,1.0,6.0,1.0,11.0,40.0,40.0,1973.0,1.0,2.0,1.0,5000.0,0.0,4027.5661116916544,398995098392-101.0,True,False,40-49,Generation x
462092606862,11,103.0,12.0,1.0,1.0,1.0,3.0,41.0,40.0,1973.0,1.0,2.0,1.0,800.0,0.0,3003.7855786752366,462092606862-103.0,True,False,40-49,Generation x
462092988324,11,102.0,12.0,1.0,1.0,1.0,5.0,34.0,34.0,1979.0,1.0,2.0,1.0,600.0,0.0,3051.75576993708,462092988324-102.0,True,False,30-39,Generation x
462136101916,11,102.0,12.0,1.0,1.0,1.0,12.0,54.0,54.0,1959.0,1.0,2.0,1.0,500.0,0.0,3008.3561021780847,462136101916-102.0,True,False,50-59,Boomer
462136988916,11,101.0,12.0,1.0,1.0,1.0,2.0,36.0,35.0,1978.0,1.0,2.0,1.0,1500.0,0.0,2988.0831781453194,462136988916-101.0,True,False,30-39,Generation x
462285606862,11,101.0,12.0,1.0,1.0,1.0,10.0,31.0,31.0,1982.0,1.0,2.0,2.0,7000.0,0.0,4284.275386888779,462285606862-101.0,True,False,30-39,Millennials
462359606862,11,106.0,12.0,1.0,1.0,1.0,11.0,23.0,23.0,1990.0,1.0,2.0,1.0,6000.0,0.0,3201.91243663456,462359606862-106.0,True,False,under 30,Millennials
462552098401,11,101.0,12.0,1.0,1.0,1.0,5.0,24.0,24.0,1989.0,1.0,2.0,2.0,1000.0,0.0,4364.250053939497,462552098401-101.0,True,False,under 30,Millennials
462552988324,11,101.0,12.0,1.0,1.0,1.0,2.0,59.0,58.0,1955.0,1.0,2.0,1.0,200.0,0.0,4591.319555540206,462552988324-101.0,True,False,50-59,Boomer
462816101862,11,101.0,12.0,1.0,1.0,1.0,8.0,33.0,33.0,1980.0,1.0,2.0,1.0,6.0,0.0,4805.650631188977,462816101862-101.0,True,False,30-39,Generation x
462816172916,11,101.0,12.0,1.0,1.0,1.0,9.0,30.0,30.0,1983.0,1.0,2.0,1.0,1200.0,0.0,2977.275327836629,462816172916-101.0,True,False,30-39,Millennials
462816172916,11,102.0,12.0,1.0,1.0,1.0,5.0,30.0,30.0,1983.0,1.0,2.0,1.0,1200.0,0.0,2977.275327836629,462816172916-102.0,True,False,30-39,Millennials
462816342995,11,101.0,12.0,1.0,1.0,1.0,5.0,25.0,25.0,1988.0,1.0,2.0,1.0,6000.0,0.0,3498.070413472281,462816342995-101.0,True,False,under 30,Millennials
462816501537,11,102.0,12.0,1.0,1.0,1.0,7.0,31.0,31.0,1982.0,1.0,2.0,1.0,1000.0,0.0,4749.633436207879,462816501537-102.0,True,False,30-39,Millennials
462860342862,11,101.0,12.0,1.0,1.0,1.0,1.0,43.0,42.0,1971.0,1.0,2.0,1.0,360.0,0.0,2988.0831781453194,462860342862-101.0,True,False,40-49,Generation x
462860609537,11,103.0,12.0,1.0,1.0,1.0,3.0,49.0,48.0,1965.0,1.0,2.0,1.0,600.0,0.0,2735.630731265109,462860609537-103.0,True,False,40-49,Generation x
469092382707,11,102.0,12.0,1.0,1.0,1.0,3.0,59.0,59.0,1954.0,1.0,2.0,2.0,500.0,0.0,4157.613478205883,469092382707-102.0,True,False,50-59,Boomer
469092382707,11,103.0,12.0,1.0,1.0,1.0,6.0,34.0,34.0,1979.0,1.0,2.0,1.0,100.0,0.0,4753.98163363565,469092382707-103.0,True,False,30-39,Generation x
469136126791,11,103.0,12.0,1.0,1.0,1.0,4.0,38.0,38.0,1975.0,1.0,2.0,1.0,1200.0,0.0,7347.194078191238,469136126791-103.0,True,False,30-39,Generation x
469136911707,11,101.0,12.0,1.0,1.0,1.0,10.0,39.0,39.0,1974.0,1.0,2.0,1.0,500.0,0.0,4804.975907184953,469136911707-101.0,True,False,30-39,Generation x
469285037979,11,101.0,12.0,1.0,1.0,1.0,1.0,45.0,44.0,1969.0,1.0,2.0,1.0,500.0,0.0,5088.412634622091,469285037979-101.0,True,False,40-49,Generation x
469285043046,11,102.0,12.0,1.0,1.0,1.0,10.0,41.0,41.0,1972.0,1.0,2.0,2.0,300.0,0.0,4757.132661007973,469285043046-102.0,True,False,40-49,Generation x
469285057401,11,101.0,12.0,1.0,1.0,1.0,2.0,28.0,27.0,1986.0,1.0,2.0,1.0,720.0,0.0,6423.892574544411,469285057401-101.0,True,False,under 30,Millennials
469285092058,11,101.0,12.0,1.0,1.0,1.0,12.0,59.0,59.0,1954.0,1.0,2.0,1.0,300.0,0.0,7353.848695898481,469285092058-101.0,True,False,50-59,Boomer
469285098862,11,101.0,12.0,1.0,1.0,1.0,1.0,37.0,36.0,1977.0,1.0,2.0,1.0,500.0,0.0,4096.716217464135,469285098862-101.0,True,False,30-39,Generation x
469285121585,11,102.0,12.0,1.0,1.0,1.0,7.0,45.0,45.0,1968.0,1.0,2.0,2.0,1200.0,0.0,6248.8275566135,469285121585-102.0,True,False,40-49,Generation x
469285135757,11,103.0,12.0,1.0,1.0,1.0,1.0,18.0,17.0,1996.0,1.0,2.0,1.0,10.0,0.0,8981.489025594237,469285135757-103.0,True,False,under 30,Millennials
469285342401,11,101.0,12.0,1.0,1.0,1.0,1.0,56.0,55.0,1958.0,1.0,2.0,1.0,3000.0,0.0,5113.0611539973825,469285342401-101.0,True,False,50-59,Boomer
469285344401,11,101.0,12.0,1.0,1.0,1.0,6.0,34.0,34.0,1979.0,1.0,2.0,1.0,1000.0,0.0,5243.712037641082,469285344401-101.0,True,False,30-39,Generation x
469285418516,11,103.0,12.0,1.0,1.0,1.0,8.0,29.0,29.0,1984.0,1.0,2.0,1.0,1800.0,0.0,2885.2109422594676,469285418516-103.0,True,False,under 30,Millennials
469285418516,11,104.0,12.0,1.0,1.0,1.0,6.0,25.0,25.0,1988.0,1.0,2.0,2.0,4000.0,0.0,2885.2109422594676,469285418516-104.0,True,False,under 30,Millennials
469285501375,11,101.0,12.0,1.0,1.0,1.0,2.0,34.0,33.0,1980.0,1.0,2.0,1.0,600.0,0.0,10329.978515551591,469285501375-101.0,True,False,30-39,Generation x
469285501916,11,101.0,12.0,1.0,6.0,1.0,4.0,36.0,36.0,1977.0,1.0,2.0,1.0,2400.0,0.0,9878.408370672712,469285501916-101.0,True,False,30-39,Generation x
469285552988,11,101.0,12.0,1.0,1.0,1.0,4.0,32.0,31.0,1982.0,1.0,2.0,1.0,1000.0,0.0,6100.677222277739,469285552988-101.0,True,False,30-39,Millennials
469285555116,11,102.0,12.0,1.0,1.0,1.0,8.0,80.0,80.0,1933.0,1.0,2.0,2.0,3600.0,0.0,1984.7433513703854,469285555116-102.0,True,False,60 years and over,Silent
469285688365,11,101.0,12.0,1.0,1.0,1.0,8.0,53.0,53.0,1960.0,1.0,2.0,1.0,1400.0,0.0,8960.949046451206,469285688365-101.0,True,False,50-59,Boomer
469285726344,11,101.0,12.0,1.0,1.0,1.0,11.0,51.0,51.0,1962.0,1.0,2.0,1.0,1200.0,0.0,5119.121153827101,469285726344-101.0,True,False,50-59,Boomer
469285726344,11,102.0,12.0,1.0,1.0,1.0,8.0,15.0,15.0,1998.0,1.0,2.0,2.0,100.0,0.0,5318.083295760566,469285726344-102.0,True,False,under 30,Gen Z
469285824099,11,102.0,12.0,1.0,1.0,1.0,5.0,48.0,47.0,1966.0,1.0,2.0,1.0,12000.0,0.0,8101.696863452749,469285824099-102.0,True,False,40-49,Generation x
469285861585,11,102.0,12.0,1.0,1.0,1.0,3.0,39.0,38.0,1975.0,1.0,2.0,2.0,12000.0,0.0,7260.652000994457,469285861585-102.0,True,False,30-39,Generation x
469285908791,11,101.0,12.0,1.0,1.0,1.0,3.0,39.0,38.0,1975.0,1.0,2.0,1.0,600.0,0.0,7235.562697879891,469285908791-101.0,True,False,30-39,Generation x
469285945324,11,102.0,12.0,1.0,1.0,1.0,12.0,37.0,37.0,1976.0,1.0,2.0,1.0,1800.0,0.0,5172.135726104587,469285945324-102.0,True,False,30-39,Generation x
469285988692,11,101.0,12.0,1.0,1.0,1.0,5.0,52.0,51.0,1962.0,1.0,2.0,1.0,400.0,0.0,1498.9490200043615,469285988692-101.0,True,False,50-59,Boomer
469334285887,11,103.0,12.0,1.0,1.0,1.0,4.0,43.0,43.0,1970.0,1.0,2.0,1.0,5000.0,0.0,3469.3056273252196,469334285887-103.0,True,False,40-49,Generation x
469406925613,11,104.0,12.0,1.0,1.0,1.0,3.0,21.0,21.0,1992.0,1.0,2.0,2.0,500.0,0.0,2650.8202879712144,469406925613-104.0,True,False,under 30,Millennials
469408816737,11,101.0,12.0,1.0,1.0,1.0,9.0,24.0,24.0,1989.0,1.0,2.0,1.0,12000.0,0.0,4769.566929221192,469408816737-101.0,True,False,under 30,Millennials
469408860035,11,101.0,12.0,1.0,1.0,1.0,1.0,51.0,50.0,1963.0,1.0,2.0,1.0,1500.0,0.0,3654.0577443239795,469408860035-101.0,True,False,50-59,Boomer
469418215149,11,102.0,12.0,1.0,1.0,1.0,8.0,56.0,56.0,1957.0,1.0,2.0,2.0,3600.0,0.0,4531.753069778962,469418215149-102.0,True,False,50-59,Boomer
469418359862,11,101.0,12.0,1.0,1.0,1.0,5.0,39.0,39.0,1974.0,1.0,2.0,2.0,500.0,0.0,4663.072983678758,469418359862-101.0,True,False,30-39,Generation x
469418400731,11,103.0,12.0,1.0,1.0,1.0,10.0,21.0,21.0,1992.0,1.0,2.0,2.0,160.0,0.0,4752.827859678208,469418400731-103.0,True,False,under 30,Millennials
469418408458,11,101.0,12.0,1.0,1.0,1.0,4.0,39.0,38.0,1975.0,1.0,2.0,1.0,1800.0,0.0,1618.207867592656,469418408458-101.0,True,False,30-39,Generation x
469552136365,11,101.0,12.0,1.0,1.0,1.0,3.0,42.0,41.0,1972.0,1.0,1.0,1.0,1400.0,2000.0,6341.032075623025,469552136365-101.0,True,True,40-49,Generation x
469552136964,11,101.0,12.0,1.0,1.0,1.0,12.0,51.0,51.0,1962.0,1.0,2.0,1.0,1200.0,0.0,6315.1769835944715,469552136964-101.0,True,False,50-59,Boomer
469552276855,11,101.0,12.0,1.0,1.0,1.0,12.0,34.0,34.0,1979.0,1.0,2.0,1.0,2000.0,0.0,5602.089008432478,469552276855-101.0,True,False,30-39,Generation x
469552334916,11,102.0,12.0,1.0,1.0,1.0,11.0,31.0,31.0,1982.0,1.0,2.0,1.0,1200.0,0.0,5304.492385028585,469552334916-102.0,True,False,30-39,Millennials
469552359301,11,101.0,12.0,1.0,1.0,1.0,3.0,29.0,28.0,1985.0,1.0,2.0,1.0,2000.0,0.0,7632.2972621507,469552359301-101.0,True,False,under 30,Millennials
469552359301,11,102.0,12.0,1.0,1.0,1.0,10.0,28.0,28.0,1985.0,1.0,2.0,1.0,800.0,0.0,7632.2972621507,469552359301-102.0,True,False,under 30,Millennials
469552688964,11,101.0,12.0,1.0,1.0,1.0,4.0,38.0,37.0,1976.0,1.0,2.0,1.0,1000.0,0.0,5534.483220967216,469552688964-101.0,True,False,30-39,Generation x
469552688964,11,102.0,12.0,1.0,1.0,1.0,12.0,33.0,33.0,1980.0,1.0,2.0,1.0,500.0,0.0,5534.483220967216,469552688964-102.0,True,False,30-39,Generation x
469552824344,11,101.0,12.0,1.0,1.0,1.0,2.0,45.0,44.0,1969.0,1.0,2.0,1.0,4800.0,0.0,5514.030427910531,469552824344-101.0,True,False,40-49,Generation x
469552824344,11,102.0,12.0,1.0,1.0,1.0,8.0,36.0,36.0,1977.0,1.0,2.0,1.0,1200.0,0.0,5248.1749197447825,469552824344-102.0,True,False,30-39,Generation x
469552824381,11,102.0,12.0,1.0,1.0,1.0,10.0,26.0,26.0,1987.0,1.0,2.0,1.0,300.0,0.0,5151.995849643397,469552824381-102.0,True,False,under 30,Millennials
469816256787,11,101.0,12.0,1.0,1.0,1.0,8.0,26.0,26.0,1987.0,1.0,2.0,1.0,200.0,0.0,7373.271095480993,469816256787-101.0,True,False,under 30,Millennials
469816256787,11,102.0,12.0,1.0,1.0,1.0,8.0,36.0,36.0,1977.0,1.0,2.0,2.0,600.0,0.0,6166.149312117,469816256787-102.0,True,False,30-39,Generation x
469816285097,11,101.0,12.0,1.0,1.0,1.0,6.0,70.0,70.0,1943.0,1.0,2.0,1.0,1500.0,0.0,4729.205646954928,469816285097-101.0,True,False,60 years and over,Silent
469816344855,11,101.0,12.0,1.0,1.0,1.0,2.0,32.0,31.0,1982.0,1.0,2.0,1.0,2500.0,0.0,9606.357166519596,469816344855-101.0,True,False,30-39,Millennials
469816552284,11,101.0,12.0,1.0,1.0,1.0,11.0,45.0,45.0,1968.0,1.0,2.0,1.0,1600.0,0.0,6608.009820523671,469816552284-101.0,True,False,40-49,Generation x
469816609994,11,101.0,12.0,1.0,1.0,1.0,11.0,26.0,26.0,1987.0,1.0,2.0,1.0,2400.0,0.0,1604.7888795878753,469816609994-101.0,True,False,under 30,Millennials
469816609994,11,102.0,12.0,1.0,1.0,1.0,10.0,34.0,34.0,1979.0,1.0,2.0,1.0,3000.0,0.0,1938.9818692685535,469816609994-102.0,True,False,30-39,Generation x
469816688903,11,102.0,12.0,1.0,1.0,1.0,9.0,28.0,28.0,1985.0,1.0,2.0,2.0,3600.0,0.0,3847.153560635479,469816688903-102.0,True,False,under 30,Millennials
469816816301,11,101.0,12.0,1.0,1.0,1.0,2.0,40.0,39.0,1974.0,1.0,2.0,1.0,1000.0,0.0,9365.398936290316,469816816301-101.0,True,False,40-49,Generation x
469816824787,11,102.0,12.0,1.0,1.0,1.0,12.0,56.0,56.0,1957.0,1.0,2.0,2.0,2400.0,0.0,8166.4446647369705,469816824787-102.0,True,False,50-59,Boomer
469816860988,11,101.0,12.0,1.0,1.0,1.0,5.0,44.0,43.0,1970.0,1.0,2.0,1.0,2000.0,0.0,11672.970734900113,469816860988-101.0,True,False,40-49,Generation x
469860023324,11,103.0,12.0,1.0,1.0,1.0,9.0,43.0,43.0,1970.0,1.0,2.0,1.0,300.0,0.0,4782.6200857688955,469860023324-103.0,True,False,40-49,Generation x
469860057373,11,101.0,12.0,1.0,1.0,1.0,10.0,49.0,49.0,1964.0,1.0,2.0,1.0,200.0,0.0,7123.791320538034,469860057373-101.0,True,False,40-49,Boomer
469860057933,11,101.0,12.0,1.0,1.0,1.0,10.0,65.0,65.0,1948.0,1.0,2.0,1.0,5000.0,0.0,4832.202629219694,469860057933-101.0,True,False,60 years and over,Boomer
469860057933,11,102.0,12.0,1.0,1.0,1.0,6.0,55.0,55.0,1958.0,1.0,2.0,1.0,5000.0,0.0,4443.169723260293,469860057933-102.0,True,False,50-59,Boomer
469860073174,11,103.0,12.0,1.0,1.0,1.0,10.0,20.0,20.0,1993.0,1.0,2.0,2.0,75.0,0.0,2797.588672716681,469860073174-103.0,True,False,under 30,Millennials
469860073174,11,104.0,12.0,1.0,1.0,1.0,1.0,18.0,17.0,1996.0,1.0,2.0,2.0,75.0,0.0,2777.5874133390644,469860073174-104.0,True,False,under 30,Millennials
469860073967,11,101.0,12.0,1.0,1.0,1.0,11.0,66.0,66.0,1947.0,1.0,2.0,1.0,1800.0,0.0,1661.0982533158026,469860073967-101.0,True,False,60 years and over,Boomer
469860086389,11,101.0,12.0,1.0,1.0,1.0,12.0,40.0,40.0,1973.0,1.0,2.0,1.0,2000.0,0.0,3278.8306984124574,469860086389-101.0,True,False,40-49,Generation x
469860138197,11,101.0,12.0,1.0,1.0,1.0,1.0,63.0,62.0,1951.0,1.0,2.0,1.0,5000.0,0.0,4384.592077927491,469860138197-101.0,True,False,60 years and over,Boomer
469860199196,11,101.0,12.0,1.0,1.0,1.0,5.0,52.0,52.0,1961.0,1.0,2.0,2.0,400.0,0.0,2664.287576632789,469860199196-101.0,True,False,50-59,Boomer
469860302149,11,101.0,12.0,1.0,1.0,1.0,3.0,23.0,22.0,1991.0,1.0,2.0,1.0,250.0,0.0,3617.3711771488643,469860302149-101.0,True,False,under 30,Millennials
469860302149,11,102.0,12.0,1.0,1.0,1.0,6.0,20.0,20.0,1993.0,1.0,2.0,1.0,350.0,0.0,3617.3711771488643,469860302149-102.0,True,False,under 30,Millennials
469860359585,11,101.0,12.0,1.0,1.0,1.0,1.0,46.0,45.0,1968.0,1.0,2.0,1.0,1200.0,0.0,8294.217655198998,469860359585-101.0,True,False,40-49,Generation x
469860415123,11,102.0,12.0,1.0,1.0,1.0,12.0,53.0,53.0,1960.0,1.0,2.0,2.0,7000.0,0.0,9014.7765494553,469860415123-102.0,True,False,50-59,Boomer
469860415903,11,104.0,12.0,1.0,1.0,1.0,2.0,20.0,19.0,1994.0,1.0,2.0,2.0,125.0,0.0,2317.2667447745653,469860415903-104.0,True,False,under 30,Millennials
469860438905,11,102.0,12.0,1.0,1.0,1.0,5.0,50.0,50.0,1963.0,1.0,2.0,1.0,12000.0,0.0,2251.7914262012087,469860438905-102.0,True,False,50-59,Boomer
469860472516,11,103.0,12.0,1.0,1.0,1.0,12.0,17.0,17.0,1996.0,1.0,2.0,2.0,75.0,0.0,4013.112503069287,469860472516-103.0,True,False,under 30,Millennials
469860472516,11,104.0,12.0,1.0,1.0,1.0,9.0,15.0,15.0,1998.0,1.0,2.0,2.0,125.0,0.0,3798.914884221348,469860472516-104.0,True,False,under 30,Gen Z
469860527880,11,101.0,12.0,1.0,1.0,1.0,3.0,51.0,50.0,1963.0,1.0,2.0,1.0,7200.0,0.0,5098.012581122634,469860527880-101.0,True,False,50-59,Boomer
469860533243,11,101.0,12.0,1.0,6.0,1.0,5.0,48.0,48.0,1965.0,1.0,1.0,1.0,3000.0,5000.0,4745.640481248196,469860533243-101.0,True,True,40-49,Generation x
469860533243,11,102.0,12.0,1.0,6.0,1.0,1.0,52.0,51.0,1962.0,1.0,2.0,2.0,12000.0,0.0,4745.640481248196,469860533243-102.0,True,False,50-59,Boomer
469860588705,11,102.0,12.0,1.0,1.0,1.0,6.0,18.0,18.0,1995.0,1.0,2.0,1.0,101.0,0.0,1177.7561580393208,469860588705-102.0,True,False,under 30,Millennials
469860588705,11,104.0,12.0,1.0,1.0,1.0,8.0,15.0,15.0,1998.0,1.0,2.0,2.0,101.0,0.0,1177.7561580393208,469860588705-104.0,True,False,under 30,Gen Z
469860633477,11,102.0,12.0,1.0,1.0,1.0,8.0,44.0,44.0,1969.0,1.0,2.0,2.0,4000.0,0.0,3363.909541440725,469860633477-102.0,True,False,40-49,Generation x
469860662773,11,101.0,12.0,1.0,1.0,1.0,10.0,65.0,65.0,1948.0,1.0,2.0,1.0,6000.0,0.0,2562.533493762173,469860662773-101.0,True,False,60 years and over,Boomer
469860755687,11,102.0,12.0,1.0,1.0,1.0,2.0,54.0,53.0,1960.0,1.0,2.0,2.0,12000.0,0.0,4453.259057186545,469860755687-102.0,True,False,50-59,Boomer
469860783773,11,103.0,12.0,1.0,1.0,1.0,12.0,40.0,40.0,1973.0,1.0,2.0,1.0,500.0,0.0,1115.9435551841273,469860783773-103.0,True,False,40-49,Generation x
